url,Name,Legal name of organisation,Country,Continent,Organisation address,Primary contact information (PI),Years of Mesocosm Experiments,Description of Facility,Controlled Parameters,Research Topics,Facility location(s),Primary interests,Specialist areas,Equipment,Lodging,Source of Information,Photos of experiments/installations,Photos of experiments/installations images,Equipment images,Lodging images,Manipulations,Facility location(s) split,location_facilities
https://mesocosm.org/mesocosm/alpstream-eco-hydraulic-flumes/,ALPSTREAM ECO-HYDRAULIC FLUMES,ALPSTREAM – Alpine Stream Research Center/MONVISO PARK,Italy,Europe,"Frazione S. Antonio 17,
I-12030 Sant’Antonio Ostana (CN)
 
Or:
 
DBIOS – University of Turin,
Via Accademia Albertina, 13,
10123 Torino (Italy)
","Stefano Fenoglio
Please login or request access to view contact information.
Please login or request access to view contact information.
 
Francesca Bona
Please login or request access to view contact information.francesca.bona@unito.itPlease login or request access to view contact information.
",2023 - present,"The flumes system is fed with water coming directly from the Po river. By exploiting a natural pool and using a small barrier to regulate the water stage, water is made to flow into a pipeline connected to the flumes. The pipeline intake (diameter is 0.80 m) is placed close to the pool bottom; a metallic net protects the intake from coarse debris load, preventing the occlusion of the pipeline. Moreover, the rate of incoming water from the river can be regulated thanks to the presence of a sluice gate in front of the intake.
A 155 m long pipeline conveys flow from the intake to a loading tank, that acts as a dissipation reservoir and slows down the incoming flow. This main tank is connected to other three loading sub-tanks by means of three sluice gates, that can be completely opened (during the experiments), closed (for maintenance and cleaning) or partially closed (to regulate the flume flows). Each sub-tank feeds two channels, for a total of six flumes. Each flume is 25m long, 0.30m wide, 0.30m high and rectilinear. Each channel is made of a series of sub-channel units, connected together by screws. Some of these units have a widening (0.90m width) in the longitudinal direction which can be put in communication (by two sluice gates) with the main channel 0.3 m wide. In this way, these units can be used to simulate a pool habitat. Each flume bed is filled with natural substrate (i.e. boulders, cobbles and gravel) in a proportion which simulates the natural conditions characterizing the Po river in this stretch. Each couple of channels drain into a terminal tank. In total, three terminal tanks are connected together and convey water into a unique concrete shaft, connected to a pipeline that returns water to the river. If necessary, in two flumes  water can re-circulate by means of a pump which returns water into the upstream  sub-tank. Thus, these two channels can act as a closed-system. 
Flow velocity and water levels and amount can be regulated just acting directly on the facility structure.
Other environmental or chemical parameters can be changed depending on the experiment (temperature, suspended solid sediment amount, light, nutrients or pollutants)","flow velocity
water level
temperature
suspended solid sediment
light
nutrients
pollutants

","Manipulative experiments will be carried out in order to analyze changes in benthic communities (i.e. diatoms and macroinvertebrate), induced by environmental and/or chemical impacts. Concerning primary producers, we are interested in analyzing possible changes in benthic chlorophyll a of the main autotrophic organisms colonizing periphyton (namely diatoms, cyanobacteria and green algae) and their proportions. Diatoms will also be analyzed at community level, focusing on both taxonomic and functional composition.
Macroinvertebrates will be analyzed at community level, focusing on taxonomic and functional composition. Main interests are related to eco-hydraulic impacts on benthic communities, especially in the frame of the current climatic scenario. We are also planning to perform life-cycle studies focused on selected aquatic insect taxa.
The flumes can be also utilized to perform ecological, behavioral and life-cycle studies concerning selected rheophilous and orophilous fish (such as Bullheads, Minnows et al.)
Flumes will be used to study the role of fluid dynamical characteristics of streams on benthic communities. From the basic features (e.g., water stage and bulk velocity) to more refined ones, like flow field and detachment zones close to sediments surface or the presence of bedforms (dunes, antidunes, ripples) and single obstacles. Moreover, the hydrodynamic impact of (totally or partially submerged) vegetation can be studied, as well as the influence of unsteady flows and surface waves.
Stream ecology
primary instream production
allochthonous input degradation
diatom biology and diversity
aquatic macroinvertebrates biology and diversity
aquatic entomology
Alpine fish biology
climate change (experimental droughts and floods)
hydromorphological impact (total suspended solids amount, changes in substrate composition..)
stream eco-hydraulics and eco-hydrology
flow field features  in the near-bed zone and its impact on macrobenthos
hyporheic flows
pollutant transports
stream-hyporheic zone interactions

","




                      44.6931944, 7.176777777777778
                    
","Climate change/
Pollution/ Release of toxic chemicals","freshwater
outdoor
flume
ecology
zoology
phycology
eco-hydraulics

","
Temperature dataloggers (water temperature registration)
multiparametric probe (measuring water pH, Dissolved oxygen, conductivity)
water flow meter
field spectrophotometer
fluorometric probe (Benthotorch, for benthic chlorophyll a measurement)
sampling devices for benthic communities

","Facilities available in Ostana (1.5 km): guest house, hotels, B&B
","https://www.parcomonviso.eu/alpstream
","Flumes, photo credits: Francesca Bona
Aerial view flumes, photo credits: Anna Marino
from window of the ALPSTREAM lab, photo credits: Elisa Falasco
Guesthouse, photo credits: VisoaViso cooperative
Indoor space of the ALPSTREAM lab, photo credit: Stefano Fenoglio
Ostana landscape, photo credits: Stefano Fenoglio
","['http://mesocosm.org/wp-content/uploads/2023/03/Flumes-1024x413.jpg', 'http://mesocosm.org/wp-content/uploads/2023/03/aerial-view-flumes-1024x768.jpg', 'http://mesocosm.org/wp-content/uploads/2023/03/from-the-window-of-the-ALPSTREAM-lab.jpg', 'http://mesocosm.org/wp-content/uploads/2023/03/guesthouse.jpg', 'http://mesocosm.org/wp-content/uploads/2023/03/indoor-space-of-the-ALPSTREAM-lab.jpg', 'http://mesocosm.org/wp-content/uploads/2023/03/Ostana-landscape.1.9MB-1024x768.jpg']",,,,"['44.6931944', ' 7.176777777777778']","{'coordinates': ['44.6931944', '7.176777777777778']}"
https://mesocosm.org/mesocosm/yeosu-mesocosm-system/,Yeosu Mesocosm System,"Fisheries Science Institute, Chonnam National University",Republic of Korea,Asia,"50 Daehak-ro, Yeosu, Jeonnam 59626, Republic of Korea
","Ihn-Sil Kwak Hyunbin Jo
Please login or request access to view contact information.
",,"The facility consists of a floating raft, nine impermeable enclosures with transparent caps (2,015 m^2)
","temperature
pH
nutrients
light levels
","the effects of warming on fish health and growth
the interaction between phytoplankton and fish. Global warming, functional trait
","




                      34.627472,127.72033
                    
",Climate change/ Global warming,"indoor
outdoor
marine
freshwater
fisheries
","YSI multi-parameter probe
",,"http://jnufsi.jnu.ac.kr/user/indexMain.action?handle=1&siteId=jnufsi
","









Reconstruction plan




","['http://mesocosm.org/wp-content/uploads/2019/03/Yeosu-Mesocosm-System-1-300x226.jpeg', 'http://mesocosm.org/wp-content/uploads/2019/03/Yeosu-Mesocosm-System-2-300x227.jpeg', 'http://mesocosm.org/wp-content/uploads/2019/03/Yeosu-Mesocosm-System-3-255x300.jpeg']",,,,"['34.627472', '127.72033']","{'coordinates': ['34.627472', '127.72033']}"
https://mesocosm.org/mesocosm/levend-lab/,Levend Lab,Leiden University,Netherlands,Europe,"Leiden University
Institute of Environmental Sciences
PO Box 9518
2300 RA
Leiden
","Martina G. Vijver
Maarten Schrama
Peter van Bodegom
 
Vijver@cml.leidenuniv.nl
m.j.j.schrama@cml.leidenuniv.nl
p.m.van.bodegom@cml.leidenuniv.nl
",2016 - present,"48 x mesocosms 65 L,
38 x experimental ditches of 10 meter lenght, 30 cm depth and 60 cm width with grassland bufferzones around the ditches. The ditches are connected to open water but can also be closed.
36 x terrestrial mesocosms, surrounding with plants for terrestrial testing,
2 lab units

","chemistry
contaminants","Impact of chemicals on community level impacts. Ecological and ecotoxicological research
","




                      52.170726, 4.451855
                    
",Pollution/ Release of toxic chemicals,"freshwater
aquatic communities
terrestrial communities
cross-ecosystems

","
Basic lab equipment is available
more advanced lab equipment is available at the university (10 minutes biking distance)

","Lodging can be organised in private accomodations in Leiden (walking distance)
","https://levendlab.com/
 
Related Publications:
https://doi.org/10.3389/fenvs.2017.00075
https://doi.org/10.1016/j.scitotenv.2018.03.021
https://doi.org/10.1002/etc.4142
 
","



Photo credit:




Photo credit:




","['http://mesocosm.org/wp-content/uploads/2018/10/1-1024x576.jpg', 'http://mesocosm.org/wp-content/uploads/2018/10/2-1024x768.jpg']",,,,"['52.170726', ' 4.451855']","{'coordinates': ['52.170726', '4.451855']}"
https://mesocosm.org/mesocosm/lake-baoan-field-station-of-experimental-limnological-research/,Lake Bao’an Field Station of Experimental Limnological Research,"State Key Laboratory of Freshwater Ecology and Biotechnology, Institute of Hydrobiology, Chinese Academy of Sciences",China,Asia,"No. 7 South Donghu Road,  Wuchang District, Wuhan 430072, Hubei Province, China
","Hai-Jun Wang
Please login or request access to view contact information.
",,"33 experimental ponds (40,000 m2), 30 cement aquarium (1 m×1 m ×1 m each)，a laboratory building with 6 labs (660 m2), a meteorological station, etc.
","total nitrogen (TN)
total phosphorus (TP)
light condition
","The effects of high nitrogen on aquatic organisms and sediment phosphorus release; the growing condition for submersed macrophytes etc.the effects of light condition on development of submersed macrophytes; Effect of nutrient loading on water quality and phytoplankton; factors affecting greenhouse gas emissions in fish ponds. Effect of nutrient loading, factors influencing submersed macrophytes, ecological restoration, eutrophication mitigation,  greenhouse gas  emission, internal phosphorus release, ecotoxicology and risk assessments, nitrogen pollution
","




                      30.28805,114.72916
                    
","Pollution/ Nutrient pollution
Pollution/ Release of toxic chemicals",freshwater,"YSI ProPlus (Yellow Spring Inc., USA), spectrophotometer, illuminance meter (KONICA MINOLTA, T-10, China), unmanned aerial vehicle (DJI, Phantom 3, China), Daphnia Toximeter (bbe moldaenke cn, Germany), sampling equipment of water, pore water, sediment, macrophytes, zoobenthos, plankton, etc.
","An apartment with 8 rooms and 1 yard (800 m2)
","Peer-reviewed publication in recent 5 years

Yu et al., 2015. Effects of high nitrogen concentrations on the growth of submersed macrophytes at moderate phosphorus concentrations. Water Research, 83: 385-395.
Wang et al., 2017. Can short-term, small experiments reflect nutrient limitation on phytoplankton in natural lakes? Chinese Journal of Oceanology and Limnology, 35: 546-556.
Li et al., 2017. Total phytoplankton abundance is determined by phosphorus input: Evidence from an 18-month fertilization experiment in 4 subtropical ponds. Canadian Journal of Fisheries & Aquatic Sciences, 74 (9): 1454-1461. 
Wang et al., 2017. Effects of high ammonia concentrations on three cyprinid fish: acute and whole-ecosystem chronic tests. Science of the Total Environment, 598: 900-909. 
Yu et al., 2017. Does the responses of Vallisneria natans (Lour.) Hara to high nitrogen loading differ between the summer high-growth season and the low-growth season? Science of the Total Environment, 601-602: 1513-1521. 
Yu et al., 2018. Higher tolerance of canopy-forming Potamogeton crispus than rosette-forming Vallisneria natans to high nitrogen concentration as evidenced from experiments in 10 ponds with contrasting nitrogen levels. Frontiers in Plant Science, 9. 
Ma et al., 2018. High ammonium loading can increase alkaline phosphatase activity and promote sediment phosphorus release: a two-month mesocosm experiment. Water Research, 145: 388-397. 
Yu et al., 2018. Reply to Cao et al.’s comment on “Does the responses of Vallisneria natans (Lour.) Hara to high nitrogen loading differ between the summer high-growth season and the low-growth season? Science of the Total Environment 601-602 (2018) 1513-1521.

","



The aerial view of the experimental station




cement aquarium experimental system




Ponds for eutrophication experiments




Ponds for nitrogen pollution experiments




","['http://mesocosm.org/wp-content/uploads/2019/03/The-aerial-view-of-the-experimental-station-300x169.png', 'http://mesocosm.org/wp-content/uploads/2019/03/cement-aquarium-experimental-system-300x225.jpg', 'http://mesocosm.org/wp-content/uploads/2019/03/Ponds-for-eutrophication-experiments-300x177.png', 'http://mesocosm.org/wp-content/uploads/2019/03/Ponds-for-nitrogen-pollution-experiments-300x189.png']",,,,"['30.28805', '114.72916']","{'coordinates': ['30.28805', '114.72916']}"
https://mesocosm.org/mesocosm/tihany-outdoor-mesocosm-hungary/,Tihany Outdoor Mesocosm (Hungary),"Balaton Limnological  Research Institute, Eötvös Loránd Research Network",Hungary,Europe,"Klebelsberg Kuno 3,
8237-Tihany,
Hungary
","Gergely Boros
 
Please login or request access to view contact information.
",2019 - present,"The outdoor mesocosm facility consists of 12 outdoor cylindrical plastic tanks; each has a volume of 5 cubic meters and water depth of about 1.5 m. The sensors deployed in the mesocosms gauge the following parameters: dissolved oxygen, oxygen saturation, water temperature, pH, redox potential, conductivity, TDS, light irradiation. The tanks can be filled either with tap water, or with water from Lake Balaton filtered in three phases (gravel, – sand, – and UV filters).
Manipulations can be:
water temperature (electric heating cables are planted in each mesocosms)
light irradiation (at the top of each mesocosms there is has a LED lamp emitting a light spectrum similar to sunlight)
speed of water circulation (an airlift mixing system circulates the water in the mesocosms with adjustable carrying capacity)
nutrients in the water column
heating and additional light irradiation are controlled by a programmable logic controller (PLC) system","temperature
light
speed of water circulation
nutrients

","community ecology
ecological stoichiometry;
effects of temperature (climate change) and nutrient load (eutrophication)

","




                      46.9125, 17.893333333333334
                    
","Climate change/ Global warming
Pollution/ Release of toxic chemicals","outdoor
freshwater
ponds

","
The mesocosm facility with its 12 tanks and the linked infrastructure;
well-equipped labs (for water quality analyses, stable isotope analyses, etc.) at the research institute;
indoor facilities for breeding and maintaining plants and animals for experiments;
offices for guest researchers

","The Balaton Limnological Institute provides accommodation in its guesthouse (http://www.blki.hu/vendeghaz/index_en.html).
",,"



Foto credit: Ferenc Jordan



 
Foto credit: Ferenc Jordan




Foto credit: Ferenc Jordan




​
 
","['http://mesocosm.org/wp-content/uploads/2018/11/Tihany-5-1024x768.jpg', 'http://mesocosm.org/wp-content/uploads/2018/11/IMG_20181024_094852-1024x768.jpg', 'http://mesocosm.org/wp-content/uploads/2018/11/IMG_20181024_104918-1024x768.jpg']",,,,"['46.9125', ' 17.893333333333334']","{'coordinates': ['46.9125', '17.893333333333334']}"
https://mesocosm.org/mesocosm/sites-aquanet-svartberget-research-station/,SITES AquaNet – Svartberget ,"Svartberget Research Station (SLU)
Vindeln
922 91",Sweden,Europe,"Swedish Agricultural University (SLU Umeå)
Umeå
90183
Sweden","Tomas Lundmark
Please login or request access to view contact information.
",2017 - present,"SITES AquaNet is a modular infrastructure with mesocosm facilities in lakes connected to 5 field stations (Asa, Bolmen, Erken, Skogaryd, Svartberget) that are part of the Swedish Infrastructure for Ecosystem Science (SITES). SITES AquaNet is coordinated by Uppsala University and the associated partners are the Swedish Agricultural University (SLU), Gothenburg University (GU) and Sweden Water Research (SWR). The unique feature of SITES AquaNet is that it is fully standardised across sites and therefore enables modularised experimental manipulations in lakes along a latitudinal gradient in Sweden. SITES AquaNet provides open access to national and international researchers. Open access to national and international researchers.
Outdoor, freshwater, deployed in an adaptable jetfloat, placed in lake Stortjärn, 2,5 km from the research station.
PE-film enclosures or 20 hardshell PE enclosures (ø = 0.9 m, depth = 1.5 m, volume = 700 l)

","nutrient addition
substance addition
shading
food web manipulations
dispersal
species addition","Advanced general understanding in ecology by using modularized experiments across SITES-AquaNet stations (Sweden) or potential collaborators (Sweden, Europe and other continents). Topics: Forest stand development, plant physiology, systemic water transport, forest management strategies, nutrient limitation, biodiversity-functioning-stability relationships, community ecology, biogeochemistry, atmospheric flux, global change research. On-site climate data, incl. temperature profile measurements.
","




                      64.143965, 19.455836
                    
","Biodiversity loss/ 
Climate change/ Global warming
Pollution/ Nutrient pollution","outdoor
freshwater
pelagic
benthic
multi site
","Apogee SQ-500 (PAR), CTG Trilux fluorometer (chlorophyll-a, phycocyanin and turbidity) and Aanderaa 4531 optode (O2 and temperature) sensors fulltime deployed in each enclosure, deployed with a Campbell CR1000 datalogger and an AM16/32B multiplexer (https://www.campbellsci.com). The datalogger has an ethernet interface for remote access through a mobile broadband router, for maintenance and data retrieval. Surveillance camera mounted for remote monitoring of the site.
An AP-2000 AquaRead Multiprobe (http://www.aquaread.com/portofolio/ap-2000/) equipped with a chlorophyll sensor, and an Apogee MQ-500 (PAR) sensor with handheld meters.
Laboratory for filtering and extraction of samples for a wide range of analyses, cold storage and freezing rooms are available at the research station. Connection to laboratories for analysis at the SLU Stable Isotope Laboratory (http://www.slu.se/ssil/), the Erken Laboratory (http://www.ieg.uu.se/erken-laboratory) and Umeå University.
","Accommodations at the field station itself are currently under construction. Rooms for rent at Hotel Forsen (6.3 kilometers from the station) and Hotel Vindelngallergian (7.6 kilometers from the station).
","SITES (AquaNet, Water and Spectral initiatives, http://www.fieldsites.se)
ICOS (http://www.icos-sweden.se).
","



Photo credit: Peder Blomkvist




Photo credti: Peder Blomkvist




 
","['http://mesocosm.org/wp-content/uploads/2018/05/Svartberget_2-1024x768.jpg', 'http://mesocosm.org/wp-content/uploads/2018/05/Svartberget_3-768x1024.jpg']",,,,"['64.143965', ' 19.455836']","{'coordinates': ['64.143965', '19.455836']}"
https://mesocosm.org/mesocosm/cambridge-environmental-assessments-cea/,Cambridge Environmental Assessments (CEA),RSK ADAS Ltd,United Kingdom,Europe,"Cambridge Environmental Assessments, ADAS Boxworth, Cambridgeshire, CB23 4NN
","Nadine Taylor
Please login or request access to view contact information.
",2009 - present,"Outdoor freshwater static mesocosm systems.
We have 99 flat bottomed and 100 unique sloped mesocosms which are designed to simulate edge of field environments. Our sloped mesocosms were installed in 2013, are 2.6 m long, 1 m wide and 0.7 m deep and are used for herbicide studies. The sloped mesocosms are designed to enable the incorporation of a wide variety of plant species, providing a habitat which mimics the plant community found in edge of field environments. Our flat bottomed mesocosms were installed in 2009, are 1.8 m long, 0.9 m wide and 0.8 m deep and are predominantly used in pesticide studies.
Indoor laboratories.
We have a GLP laboratory facility in which we can carry out higher tier chronic testing on multiple and single species under controlled conditions.
","plant community
water depth
test item present
initial organism establishment
temperature
pH
oxygen
light/dark cycles 
species present
sediment/substrates
feeding regimes

","At CEA we produce robust population and community endpoints (ETO RAC and ERO RAC) that meet the requirements of the EFSA (2013) aquatic guidance. We conduct mesocosm studies on both herbicide and pesticide products and can carry out the application of our test item in several ways (e.g. mix-in, spray-over) and perform single or multiple applications as required.
Chemical risk assessment, primarily determining regulatory endpoints for various agrochemicals. Higher tier freshwater aquatic testing to Good Laboratory Practice (GLP) standards.
Bespoke experimental design
Identification of freshwater phytoplankton, periphyton, macrophytes, zooplankton, macroinvertebrates and emergent insects
Statistical analysis of data generated to current guideline requirements","




                      52.252916,-0.031916
                    
",Pollution/ Release of toxic chemicals,"outdoor
indoor
freshwater
plants","
Indoor laboratories for acute and chronic higher tier testing
Probes for monitoring temperature, pH, conductivity, dissolved oxygen and turbidity
Sampling equipment to collect zooplankton and phytoplankton
Periphytometers to allow the periphyton community to be sampled quantitatively
Emergent insect traps
Sediment sampling apparatus
Depth integrated water samplers (DIWS)
High accuracy scales for formulation of test item
Bioassay cages and bags to house organisms within our mesocosms
GLP storage facilities

","Local hotels available near to the site.
","http://www.cea.adas.co.uk/Services/Ecotoxicology-and-risk-assessment
","



Established flat bottomed mesocosms (Credit: Cambridge Environmental Assessments)




Established sloped mesocosms (Credit: Cambridge Environmental Assessments)




Established sloped mesocosms (Credit: Cambridge Environmental Assessments)




Set-up of sloped mesocosms prior to a study (Credit: Cambridge Environmental Assessments)




","['http://mesocosm.org/wp-content/uploads/2019/03/Established-flat-bottomed-mesocosms-300x225.jpg', 'http://mesocosm.org/wp-content/uploads/2019/03/Established-sloped-mesocosms-300x169.jpg', 'http://mesocosm.org/wp-content/uploads/2019/03/Established-sloped-mesocosms-2-300x200.jpg', 'http://mesocosm.org/wp-content/uploads/2019/03/Set-up-of-sloped-mesocosms-prior-to-a-study-300x225.jpg']",,,,"['52.252916', '-0.031916']","{'coordinates': ['52.252916', '-0.031916']}"
https://mesocosm.org/mesocosm/carl-von-ossietzky-university-oldenburg/,Planktotrons,Carl-von-Ossietzky University Oldenburg,Germany,Europe,"Carl-von-Ossietzky University Oldenburg
Institute for Chemistry and Biology of the Marine Environment (ICBM)
Schleusenstr. 1
26382 Wilhelmshaven
Germany
","Helmut Hillebrand
Maren Striebel
Please login or request access to view contact information.
",2014 - present,"The experimental facility consists of 12 indoor mesocosms, so-called Planktotrons. The Planktotrons are custom-tailored units built of austenitic stainless steel, developed and established at the University of Oldenburg, Institute for Chemistry and Biology of the Marine Environment (ICBM) in Wilhelmshaven. Each tank has a fillable height of 1.2 m and an inner diameter of 0.8 m, resulting in a volume of 600 L. The 2-walled tanks with pillow-plate technology allow temperature control independently in three vertical strata by circulating heating or cooling medium between the two walls. Temperature is measured using PT100 sensors mounted on the rotating paddle at three different depths. Each temperature zone can be adjusted between 5 and 35 °C.
During the experiments, rotating paddles with regulated speed can be used to avoid wall growth and for mixing the water in the Planktotrons in regular intervals with defined speed. The paddle itself can easily be disconnected and modified or shortened for other experimental setups. Sampling can be conducted from the top or at six different depths by connecting a sampling lance to one of the sampling ports. Additional ports allow connecting Planktotrons among each other, which enables meta-community approaches or the usage of automated water-pumping on-line sensor instrumentation. Two fully controllable LED lighting units assure light conditions with a near-natural light spectrum.
12 indoor mesocosms with 600 l volume (height 120 cm, diameter 80 cm) for marine or freshwater experiments and natural or artificial communities
3 temperature zones: upper half, lower half, and bottom
Build-in rotor prevents wall growth
Six ports at different levels of the water column for direct sampling
Planktotrons can be connected for metacommunity approaches
Sediment inclusion possible
temperature: from 5-25°C for constant temperature (higher for heat wave simulations)
light: LED-lights simulate daylight with different intensities","temperature
light intensities
","Phytoplankton, ciliates, zooplankton, food web, biodiversity, metacommunities
","




                      53.5151,8.146219999999971
                    
",Biodiversity loss/,"indoor 
outdoor
freshwater
marin
pelagic
benthic","Temperature monitoring system, wet labs, climate chambers, chemical and biological analysis
","Dormitory with different rooms for up to 30 sleeping guests, kitchen facilities, auditorium that holds up to ca. 50 persons
","www.planktotrons.de

www.icbm.de
","







Plankrtotrons in Wilhelmshaven




","['http://mesocosm.org/wp-content/uploads/2017/05/planktotrons_1_400.png', 'http://mesocosm.org/wp-content/uploads/2017/05/Planktotrons_2_400.png']",,,,"['53.5151', '8.146219999999971']","{'coordinates': ['53.5151', '8.146219999999971']}"
https://mesocosm.org/mesocosm/kiel-indoor-benthokosmen-zur-simulation-von-umweltfluktuationen/,KIB - Kiel Indoor-Benthocosms,GEOMAR-Helmholtz Center for Ocean Research Kiel,Germany,Europe,"GEOMAR-Helmholtz Center for Ocean Research Kiel
West shore campusDüsternbrooker Weg 20D-24105 Kiel
East shore campusWischhofstr. 1-3D-24148 Kiel
","Christian Pansch
cpansch(at)geomar.de
",,"Indoor (air-conditioned rooms) infrastructure consisting of 12 independent 600 liter tanks. Based on a computer controlled system, artificial fluctuations of diverse parameters can be simulated in through-flowing seawater
","temperature
salinity
pH
irradiation
oxygen
","Variability impacts from: temperature, salinity, pH and irradiation (oxygen in progress) – from single species to communities
","




                      54.330034, 10.148140
                    
","Climate change/ Global warming
Pollution/ Salinity change","indoor
pelagic
benthic
marine 
brackish
flow through systems
","12 independent experimental units (infinite subunits in these tanks), heaters, coolers, automated, heat exchangers, internal circulation, flow through system, programmable climate simulation
",,"http://www.geomar.de/en/
Media report: Window on future ocean
Pansch, C. and Hiebenthal, C. (2019), A new mesocosm system to study the effects of environmental variability on marine species and communities. Limnol Oceanogr Methods, 17: 145-162. https://doi.org/10.1002/lom3.10306 
"," 
 




Photo: Christian Pansch


Photo: Christian Pansch




Drawings: Dar Golomb & Christian Pansch




Drawings: Dar Golomb & Christian Pansch




Graphic: Christian Pansch




 
","['http://mesocosm.org/wp-content/uploads/2018/04/IMG_6896-e1523449384719-200x300.jpeg', 'http://mesocosm.org/wp-content/uploads/2018/04/IMG_6905-e1523449507437-200x300.jpeg', 'http://mesocosm.org/wp-content/uploads/2018/04/A-264x300.jpg', 'http://mesocosm.org/wp-content/uploads/2018/04/B-300x181.jpg', 'http://mesocosm.org/wp-content/uploads/2018/04/C-300x222.jpg']",,,,"['54.330034', ' 10.148140']","{'coordinates': ['54.330034', '10.148140']}"
https://mesocosm.org/mesocosm/metu-mesocosm-system/,METU Mesocosm System I,"Middle East Technical University (METU), Üniversiteler Mahallesi, Dumlupınar Bulvarı No:1 06800 Çankaya Ankara/TURKEY",Turkey,"Europe
Asia","Orta Doğu Teknik Üniversitesi (ODTÜ), Middle East Technical University (METU), Üniversiteler Mahallesi, Dumlupınar Bulvarı No:1 06800 Çankaya Ankara/TURKEY
","Meryem Beklioğlu
",2011 - present,"The system is an in-lake mesocosm facility deployed in the experimental lake on the METU campus, located within close proximity (<1 km) of the Limnology Laboratory. It is a semi-mobile system that can be dismantled and transferred to other locations. The facility consists of 16 cylindrical, robust fiberglass tanks (1.2 m diameter) with two height options (1.2 m and 2.2 m).

When deployed in the lake, the upper edges of all mesocosms are secured to pontoon bridges positioned 20 cm above the water surface to prevent water intrusion during windy conditions. The mesocosms are arranged in two rows of eight tanks to facilitate access. The pontoon bridges are constructed of wood, and buoyancy is provided by 32 plastic barrels (120 L each). The system is free-floating and anchored only at the platform end, which functions as both a wave breaker and a boat landing point, regardless of wind direction.

The METU Mesocosm System I allows for experimental set-ups with low and high water levels (1.2 and 2.2 m) and includes a 10 cm sediment layer composed of 90% (by volume) washed sand (grain size <1 mm) and 10% natural lake sediment. To simulate shallow, fully mixed lake conditions, water within the mesocosms is continuously circulated during experiments using electrically powered pumps.","water depth
nutrients (TP, TN)
warming
light
microplastic
temperature
species composition
fish
greenhouse gas
browning, 
water quality
pollution concentration
","Determining the effects of pulsed DOC and warming on the microbial and planktonic food web structure and efficiency; Impacts of microplastics in shallow freshwater lakes (sediment and water); The effects of multiple stressors on surface waters and groundwaters, their biota, and the services they provide to humans, to understand how ecological status and ecosystem services;  

Global warming and climate change
Anthropogenuc pollution","




                      39.8897009,32.7520139
                    
","Climate change/ Global warming
Pollution/ Plastic pollution
Pollution/ Salinity change","freshwater
outdoor
pelagic","Analytic Balance (Sartorius P2245 & Precisa, Autoanalyzer (Seal AA500), Autoclave (Automatic steam sterilizer, ALP Model CL-32L), Biological Safety Cabinet (Nuaire), Centrifuge (Eppendorf 5810 R), Conductometer (Orion model 115), Deep Freezers (-20), Filtration Device (Millipore), FlowCam (8000), Freeze Dryer, Furnace (Nuve FN500), High-Performance Liquid Chromatography (Waters), Hot Plate (TOPO HP330), Incubator (Nuve OT 012), Inverted microscope (LEICA DMI 4000B), Inverted microscope (OLYMPUS CKX41), Multi-prob Oxygenmeter (YSI and AquaTroll), pH meter (Orion 410A+), Pipetting Controller (Genex Alpha SO-1200 M1), Shaker (Yellowline RS/OS 10), Spectrophotometer (Perkin Elmer Lambda35), Stainless steel vacuum machine (Sartorius), Stereo microscope (Ivymen), 
Stereo Microscope (LEICA MZ 16) + Digital camera, Stereo Microscope (LEICA MZ 6000) + Digital camera, Tubular counting chambers(KC- Denmark), Vortex (Heidolph), Water Bath (Memmert), Lightmeter, Depth meter (Speedtech), Grab sampler (Ekman), Tube samplers, Rake, lankton nets (10, 25, 55, 80, 140 and 500 µm), Secchi disc
",,"http://limnology.bio.metu.edu.tr
","
Photo: METU-Limnology Labratory
",['http://mesocosm.org/wp-content/uploads/2017/02/METU-300x204.jpg'],,,,"['39.8897009', '32.7520139']","{'coordinates': ['39.8897009', '32.7520139']}"
https://mesocosm.org/mesocosm/ceint-center-for-the-environmental-implications-of-nanotechnology/,CEINT - Center for the Environmental Implications of Nanotechnology,Duke University,United States of America,North-America,"Duke University
 134 Chapel Drive
 Durham NC 27708
 USA
","Mark Wiesner
Please login or request access to view contact information.
",2009 - present,"The CEINT Mesocosm Facility is home to 30 complex simulated wetland ecosystems, mesocosm dimensions are 1 x 4 m with 1 compartment floor and 1 compartment water
","temperature
light
nutrients
","nanomaterial transport, transformation, ecological interactions, biouptake and biological interactions
","




                      36.0241591,-78.911455
                    
",,"outdoor
indoor
pelagic
benthic
freshwater",,,"http://www.ceint.duke.edu/facilities
","




CEINT Mesocosm Facility  





CEINT Mesocosm Facility  




","['http://mesocosm.org/wp-content/uploads/2017/05/Duke_mesocosms.jpg', 'http://mesocosm.org/wp-content/uploads/2017/05/Duke_mesocosmsBPE.jpg']",,,,"['36.0241591', '-78.911455']","{'coordinates': ['36.0241591', '-78.911455']}"
